date;T;Tmax;Tmin;Rh;Rh_max;Rh_min;solar_radiation_W_m2;Wind;Precipitations;Pressure_mbar
05/05/2015;27.3665416666667;34.334;22.561;85.9666666666667;99.3;57.6;172.75;0.0208333333333333;0;1004.97083333333
06/05/2015;27.95875;35.182;22.8;85.3625;99.6;58.5;224.4625;0.0833333333333333;0;1004.08333333333
07/05/2015;25.4267083333333;31.331;22.202;91.275;99.4;74.2;192.179166666667;0.14625;10.6;1005.575
08/05/2015;27.4005;33.261;23.256;86.8208333333333;99.9;63.3;215.658333333334;0.0625;0;1004.17083333333
09/05/2015;26.8424583333333;31.484;23.328;90.3333333333333;99;73.8;169.316666666667;0.1575;0.2;1004.4875
10/05/2015;27.7393333333333;34.019;23.617;87.5833333333333;100;66.6;213.891666666667;0.09375;0;1004.39166666667
11/05/2015;27.486625;33.391;24.002;89.0541666666667;98.7;71.1;202.233333333333;0.135833333333333;7.8;1005.04166666667
12/05/2015;25.5508333333333;29.565;23.954;94.5833333333333;98.8;85.5;113.425;0.0104166666666667;0.8;1005.74166666667
13/05/2015;26.6862916666667;32.304;23.617;92.25;100;72.9;152.695833333333;0.0833333333333333;0.8;1005.70416666667
14/05/2015;28.1182083333333;33.469;24.195;88.0958333333333;100;67.7;262.695833333333;0.0833333333333333;1.6;1005.85416666667
15/05/2015;26.9057083333333;32.175;24.146;91.5375;98.5;77.1;171.2875;0.0520833333333333;0.6;1006.69166666667
16/05/2015;25.9724583333333;30.091;23.472;92.6625;99.3;79.6;160.558333333333;0.03125;5.2;1006.6125
17/05/2015;27.3029583333333;32.742;23.184;87.6;100;67;258.429166666667;0.0729166666666667;0;1004.89166666667
18/05/2015;27.3189166666667;35.022;23.737;89.1208333333333;99.1;65.1;149.470833333333;0.08375;0;1005.97916666667
19/05/2015;27.8534583333333;33.914;24.315;88.2416666666667;99.8;65.8;159.983333333333;0.0625;0;1006.35
20/05/2015;28.5760416666667;34.308;24.968;85.0458333333333;98.2;64.9;223.266666666667;0.209166666666667;0;1006.50833333333
21/05/2015;27.5996666666667;32.846;24.774;89.3666666666667;98.6;69.2;148.945833333333;0.0625;0;1006.70416666667
22/05/2015;26.3322083333333;31.408;23.761;92.5291666666667;99.7;81.3;127.175;0.230833333333333;0.2;1006.67083333333
23/05/2015;27.0005416666667;33.678;23.472;88.5375;99.8;69;229.054166666667;0.0729166666666667;2.4;1006.41666666667
24/05/2015;26.348875;31.893;23.978;91.55;99.2;71.7;175.7625;0.25125;8.4;1006.55416666667
25/05/2015;26.9968333333333;33.548;23.665;88.8958333333333;99.5;68.6;215.820833333333;0.09375;0;1006.48333333333
